FeatureType,date,IMONum,deaths,missings,severeInjuries,description,latitude,longitude,subtype_field,subtype_value,gml_pos
CollisionAndContact,20210222,해양7호,0,0,0,지도선 해양7호 부유물감김사건,34.3392,126.0539,collisionAndContactType,floating object entanglement,126.0539 34.3392
CollisionAndContact,20210223,237천만호,0,0,0,어선 237천만호 부유물감김사건,33.2167,125.9908,collisionAndContactType,floating object entanglement,125.9908 33.2167
HullAndEngineAccessoryDamage,20210223,성광100호,0,0,0,예인선 성광100호 기관손상사건,34.2858,126.4917,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4917 34.2858
CollisionAndContact,20210225,대경호,0,0,0,어선 대경호 부유물감김사건,34.5067,125.8439,collisionAndContactType,floating object entanglement,125.8439 34.5067
HullAndEngineAccessoryDamage,20210228,36한진호,0,0,0,석유제품운반선 36한진호 속구손상사건,34.7342,127.7367,hullAndEngineAccessoryDamageType,outfit damage,127.7367 34.7342
CollisionAndContact,20210227,해성호,0,0,0,어선 해성호 부유물감김사건,34.3817,126.6317,collisionAndContactType,floating object entanglement,126.6317 34.3817
FloodingAndSinking,20210228,주원호,0,0,0,어선 주원호 침몰사건,34.5394,126.3461,floodingAndSinkingType,sinking,126.3461 34.5394
OtherIncident,20210228,복영호,0,0,0,어선 복영호 해양오염사건,34.8,126.3333,otherIncidentType,other incident,126.3333 34.8
HullAndEngineAccessoryDamage,20210301,808태림호,0,0,0,어선 808태림호 기관손상사건,34.085,126.0358,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.0358 34.085
CollisionAndContact,20210301,777해양호,0,0,0,어선 777해양호/선명미상 부선 충돌사건,35.0567,126.1325,collisionAndContactType,collision,126.1325 35.0567
FloodingAndSinking,20210302,현무호,0,0,0,어선 현무호 전복사건,33.3483,126.1803,floodingAndSinkingType,capsizing,126.1803 33.3483
FloodingAndSinking,20210303,신명호,0,0,0,어선 신명호 침수사건,34.5272,127.1286,floodingAndSinkingType,flooding,127.1286 34.5272
StrandingAndGrounding,20210303,창원호,0,0,0,어선 창원호 좌초사건,34.6053,127.6994,strandingAndGroundingType,grounding,127.6994 34.6053
HullAndEngineAccessoryDamage,20210303,일흥스타2호,0,0,0,낚시어선 일흥스타2호 기관손상사건,34.5628,126.7825,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.7825 34.5628
HullAndEngineAccessoryDamage,20210303,제주로즈마리호,0,0,0,낚시어선 제주로즈마리호 기관손상사건,33.2111,126.2394,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2394 33.2111
FloodingAndSinking,20210303,챌린저,0,0,0,낚시어선 챌린저호 침수사건,34.0503,127.3389,floodingAndSinkingType,flooding,127.3389 34.0503
HullAndEngineAccessoryDamage,20210305,309부영호,0,0,0,어선 309부영호 추진축계손상사건,34.7294,127.7339,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.7339 34.7294
CollisionAndContact,20210306,승재호,0,0,0,어선 승재호 부유물감김사건,33.6,126.4333,collisionAndContactType,floating object entanglement,126.4333 33.6
OtherIncident,20210306,707해진호,1,0,0,어선 707해진호 선원사망사건,35.0267,126.0253,otherIncidentType,safety hinderance and near misses,126.0253 35.0267
HullAndEngineAccessoryDamage,20210307,민정호,0,0,0,어선 민정호 기관손상사건,33.4833,125.4,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.4 33.4833
FloodingAndSinking,20210308,라파엘,0,0,0,어선 라파엘호 침수사건,35.3667,125.35,floodingAndSinkingType,flooding,125.35 35.3667
FloodingAndSinking,20210308,구룡호,0,0,0,낚시어선 구룡호 침수사건,33.1958,126.2633,floodingAndSinkingType,flooding,126.2633 33.1958
CollisionAndContact,20210308,제566웅진호,0,0,0,어선 제566웅진호/어선 제205명성호 충돌사건,33.0167,125.0667,collisionAndContactType,collision,125.0667 33.0167
CollisionAndContact,20210308,제205명성호,0,0,0,어선 제566웅진호/어선 제205명성호 충돌사건,33.0167,125.0667,collisionAndContactType,collision,125.0667 33.0167
FireAndExplosion,20210308,주양호,0,0,0,어선 주양호 화재사건,34.6911,127.7344,fireAndExplosionType,fire,127.7344 34.6911
CollisionAndContact,20210309,제97임수호,0,0,2,"어선 제97임수호, 액화석유가스운반선 구이페이 충돌사건",33.8869,127.5722,collisionAndContactType,collision,127.5722 33.8869
CollisionAndContact,20210309,구이페이,0,0,0,"어선 제97임수호, 액화석유가스운반선 구이페이 충돌사건",33.8869,127.5722,collisionAndContactType,collision,127.5722 33.8869
HullAndEngineAccessoryDamage,20210309,갈매기호,0,0,0,어선 갈매기호 기관손상사건,33.45,126.25,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.25 33.45
HullAndEngineAccessoryDamage,20210309,금갈치1호,0,0,0,낚시어선 금갈치1호 조타장치손상사건,33.65,126.4167,hullAndEngineAccessoryDamageType,rudder damage,126.4167 33.65
HullAndEngineAccessoryDamage,20210309,한라호,0,0,0,어선 한라호 기관손상사건,33.3361,126.1472,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.1472 33.3361
FloodingAndSinking,20210309,제2성복호,0,0,0,어선 제2성복호 침수사건,33.3044,126.8042,floodingAndSinkingType,flooding,126.8042 33.3044
CollisionAndContact,20210310,경춘호,0,0,0,어선 경춘호 부유물감김사건,33.3167,125.8167,collisionAndContactType,floating object entanglement,125.8167 33.3167
HullAndEngineAccessoryDamage,20210310,조성호,0,0,0,어선 조성호 기관손상사건,34.7806,126.2953,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2953 34.7806
FloodingAndSinking,20210310,비너스호,0,0,0,모터보트 비너스호 침수사건,34.7492,126.3672,floodingAndSinkingType,flooding,126.3672 34.7492
FloodingAndSinking,20210310,801어성호,0,0,0,어선 801어성호 침수사건,33.5,125.5167,floodingAndSinkingType,flooding,125.5167 33.5
HullAndEngineAccessoryDamage,20210310,한일호,0,0,0,어선 한일호 기관손상사건,33.5667,126.6333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6333 33.5667
FireAndExplosion,20210311,선명미상,0,0,0,선명미상 모터보트 화재사건,34.4764,126.9403,fireAndExplosionType,fire,126.9403 34.4764
CollisionAndContact,20210314,흥양호,0,0,0,모터보트 흥양호 부유물감김사건,34.8167,126.4833,collisionAndContactType,floating object entanglement,126.4833 34.8167
HullAndEngineAccessoryDamage,20210315,금빛호,0,0,0,모터보트 금빛호 기관손상사건,33.5539,126.6925,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6925 33.5539
CollisionAndContact,20210316,금창601호,0,0,0,예인선 금창601호의 피예인부선 에스비4003호 칠산대교 접촉사건,35.1606,126.3503,collisionAndContactType,contact,126.3503 35.1606
OtherIncident,20210317,107상명호,0,0,0,어선 107상명호 해양오염사건,34.75,126.2833,otherIncidentType,other incident,126.2833 34.75
FloodingAndSinking,20210317,바다호,0,0,0,모터보트 바다호 침수사건,34.5283,127.1239,floodingAndSinkingType,flooding,127.1239 34.5283
StrandingAndGrounding,20210318,더해빙호,0,0,0,어선 더해빙호 좌초사건,34.7317,127.7367,strandingAndGroundingType,grounding,127.7367 34.7317
HullAndEngineAccessoryDamage,20210318,블루웨이호,0,0,0,낚시어선 블루웨이호 기관손상사건,34.72,127.7331,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.7331 34.72
FireAndExplosion,20210318,고래3호,0,0,0,부선 고래3호 화재사건,34.7256,127.7203,fireAndExplosionType,fire,127.7203 34.7256
OtherIncident,20210319,2017경일호,0,1,0,어선 2017경일호 선원사망사건,33.0117,124.4731,otherIncidentType,safety hinderance and near misses,124.4731 33.0117
HullAndEngineAccessoryDamage,20210318,103신한호,0,0,0,예인선 103신한호 기관손상사건,34.5833,126.25,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.25 34.5833
HullAndEngineAccessoryDamage,20210320,제주호,0,0,0,모터보트 제주호 기관손상사건,33.4844,126.3758,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3758 33.4844
FloodingAndSinking,20210320,888만성호,0,0,0,어선 888만성호 침수사건,33.2356,126.5697,floodingAndSinkingType,flooding,126.5697 33.2356
FloodingAndSinking,20210322,제주917호,0,0,0,기타선 제주917호 침수사건,33.3481,126.1792,floodingAndSinkingType,flooding,126.1792 33.3481
HullAndEngineAccessoryDamage,20210323,101영도호,0,0,0,어선 101영도호 기관손상사건,34.4614,126.4403,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4403 34.4614
CollisionAndContact,20210323,태성3호,0,0,2,어선 어촌호/모터보트 태성3호 충돌사건,34.6056,127.7239,collisionAndContactType,collision,127.7239 34.6056
CollisionAndContact,20210323,어촌호,0,0,0,어선 어촌호/모터보트 태성3호 충돌사건,34.6056,127.7239,collisionAndContactType,collision,127.7239 34.6056
FireAndExplosion,20210323,제3문성호,0,0,0,어선 제3문성호 화재사건,34.1078,125.9494,fireAndExplosionType,fire,125.9494 34.1078
CollisionAndContact,20210324,중앙2호,0,0,1,어선 유진호/어선 중앙2호 충돌사건,34.7186,127.4075,collisionAndContactType,collision,127.4075 34.7186
CollisionAndContact,20210324,유진호,0,0,0,어선 유진호/어선 중앙2호 충돌사건,34.7186,127.4075,collisionAndContactType,collision,127.4075 34.7186
CollisionAndContact,20210324,준영호,0,0,0,어선 준영호 부유물감김사건,34.3692,126.7408,collisionAndContactType,floating object entanglement,126.7408 34.3692
StrandingAndGrounding,20210325,시나브로55,0,0,0,모터보트 시나브로55호 좌초사건,33.5194,126.9481,strandingAndGroundingType,grounding,126.9481 33.5194
HullAndEngineAccessoryDamage,20210906,제5태광호,0,0,0,어선 제5태광호 기관손상사건,33.4606,127.0108,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.0108 33.4606
HullAndEngineAccessoryDamage,20210326,제주도시어부호,0,0,0,모터보트 제주도시어부호 기관손상사건,33.6667,126.2833,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2833 33.6667
HullAndEngineAccessoryDamage,20210326,창대호,0,0,0,모터보트 창대호 기관손상사건,33.6,126.7833,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.7833 33.6
HullAndEngineAccessoryDamage,20210327,남선호,0,0,0,어선 남선호 기관손상사건,34.5586,127.6453,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.6453 34.5586
OtherIncident,20210324,대금호,0,1,0,어선 대금호 선원실종사건,34.0167,127.35,otherIncidentType,safety hinderance and near misses,127.35 34.0167
FloodingAndSinking,20210328,제2만선호,0,0,0,어선 제2만선호 침수사건,34.4814,127.4042,floodingAndSinkingType,flooding,127.4042 34.4814
HullAndEngineAccessoryDamage,20210328,106경남호,0,0,0,어선 106경남호 기관손상사건,32.3167,125.95,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.95 32.3167
CollisionAndContact,20210328,789청풍호,0,0,0,어선 2017덕은호 부유물감김사건,33.1167,124.95,collisionAndContactType,floating object entanglement,124.95 33.1167
StrandingAndGrounding,20210327,스플래시2호,0,0,0,모터보트 스플래시2호 좌초사건,33.2386,126.59,strandingAndGroundingType,grounding,126.59 33.2386
OtherIncident,20210330,승진호,0,0,0,어선 승진호 해양오염사건,34.6203,125.8567,otherIncidentType,other incident,125.8567 34.6203
StrandingAndGrounding,20210330,105도원호,0,0,0,예인선 105도원호 좌초사건,34.8681,127.6458,strandingAndGroundingType,grounding,127.6458 34.8681
StrandingAndGrounding,20210901,대광호,0,0,0,어선 701유경호 좌초사건,34.4833,126.0833,strandingAndGroundingType,grounding,126.0833 34.4833
FloodingAndSinking,20210331,레전드호,0,0,0,어선 레전드호 침수사건,33.9572,126.3014,floodingAndSinkingType,flooding,126.3014 33.9572
CollisionAndContact,20210203,305창남호,0,0,0,어선 305창남호/어선 88우양호 충돌사건,33.6444,125.675,collisionAndContactType,collision,125.675 33.6444
CollisionAndContact,20210203,88우양호,0,0,0,어선 305창남호/어선 88우양호 충돌사건,33.6444,125.675,collisionAndContactType,collision,125.675 33.6444
HullAndEngineAccessoryDamage,20210331,베드로호,0,0,0,모터보트 베드로호 기관손상사건,33.5203,126.5208,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5208 33.5203
CollisionAndContact,20210401,케이에스헤르메스호,0,0,0,화물 및 카페리선 케이에스 헤르메스호 방파제 접촉사건,33.5331,126.5414,collisionAndContactType,contact,126.5414 33.5331
CollisionAndContact,20210401,2정길호,0,0,0,어선 2정길호 부유물감김사건,32.05,127.2167,collisionAndContactType,floating object entanglement,127.2167 32.05
HullAndEngineAccessoryDamage,20210402,202한일호,0,0,0,어선 202한일호 기관손상사건,34.3542,127.5281,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.5281 34.3542
CollisionAndContact,20210403,153동광호 ,0,0,0,어선 153동광호 부유물감김사건,33.55,124.9,collisionAndContactType,floating object entanglement,124.9 33.55
CollisionAndContact,20210403,제137남양호,0,0,0,어선 제137남양호 부유물감김사건,33.6,126.4333,collisionAndContactType,floating object entanglement,126.4333 33.6
CollisionAndContact,20210403,306금양호,0,0,0,어선 306금양호 부유물감김사건,32.2333,127.3333,collisionAndContactType,floating object entanglement,127.3333 32.2333
FloodingAndSinking,20210401,신안호,0,0,0,무등록선박 신안호 침수사건,34.8036,126.3633,floodingAndSinkingType,flooding,126.3633 34.8036
FloodingAndSinking,20210402,황제호,0,0,0,어선 황제호 침몰사건,34.1878,126.7886,floodingAndSinkingType,sinking,126.7886 34.1878
FloodingAndSinking,20210405,장미1호,0,0,0,어선 장미1호 전복사건,34.85,126.1833,floodingAndSinkingType,capsizing,126.1833 34.85
NavigationalIssues,20210405,세진호,0,0,0,어선 세진호 운항저해사건,34.8064,126.35,navigationalIssuesType,sailing hinderance,126.35 34.8064
FireAndExplosion,20210406,청해호,0,0,0,어선 청해호 화재사건,33.9181,127.9331,fireAndExplosionType,fire,127.9331 33.9181
CollisionAndContact,20210407,헝유,0,0,0,어선 해운호/일반화물선 헝유 충돌사건,33.45,126.1167,collisionAndContactType,collision,126.1167 33.45
CollisionAndContact,20210407,해운호,0,0,0,어선 해운호/일반화물선 헝유 충돌사건,33.45,126.1167,collisionAndContactType,collision,126.1167 33.45
OtherIncident,20210123,강프로호,0,0,0,낚시어선 강프로호 해양오염사건,34.3153,126.7583,otherIncidentType,other incident,126.7583 34.3153
HullAndEngineAccessoryDamage,20210407,팔복호,0,0,0,어선 팔복호 기관손상사건,34.0675,126.9194,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.9194 34.0675
HullAndEngineAccessoryDamage,20210407,123유성호,0,0,0,어선 123유성호 기관손상사건,33.5667,126.6,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6 33.5667
